Year,System,School,Grade,Gender,Ethnicity,Sub Population,Total Student Count,Asian,Asian %,Black or African American,Black or African American %,American Indian / Alaska Native, American Indian / Alaska Native %,Native Hawaiian / Pacific Islander,Native Hawaiian / Pacific Islander %,White,White %,Two or more races,Two or more races %
2017,Shelby County,Helena Intermediate School,All Grades,All Gender,All Ethnicity,All SubPopulation,958,*,*,110,11.48,17,~,*,*,793,82.78,28,~
2017,Phenix City,Phenix City Elementary School,All Grades,All Gender,All Ethnicity,All SubPopulation,758,*,*,521,68.73,13,~,*,*,165,21.77,53,6.99
2017,Houston County,Rehobeth Middle School,All Grades,All Gender,All Ethnicity,All SubPopulation,566,*,*,67,11.84,*,*,*,*,489,86.40,*,*
2017,Montgomery County,Blount Elementary School,All Grades,All Gender,All Ethnicity,All SubPopulation,423,132,31.21,120,28.37,*,*,*,*,163,38.53,*,*
2017,Morgan County,Falkville Elementary School,All Grades,All Gender,All Ethnicity,All SubPopulation,310,*,*,*,*,*,*,*,*,298,~,*,*
2017,Decatur City,Frances Nungester Elementary School,All Grades,All Gender,All Ethnicity,All SubPopulation,395,*,*,151,38.23,*,*,*,*,216,54.68,27,6.84
2017,Hale County,Hale County Middle School,All Grades,All Gender,All Ethnicity,All SubPopulation,305,*,*,143,46.89,*,*,*,*,162,53.11,*,*
2017,Blount County,Hayden Elementary School,All Grades,All Gender,All Ethnicity,All SubPopulation,361,*,*,*,*,*,*,*,*,346,~,*,*
2017,Shelby County,Inverness Elementary School,All Grades,All Gender,All Ethnicity,All SubPopulation,605,34,5.62,124,20.50,24,~,*,*,403,66.61,19,~
2017,Monroe County,J F Shields High School,All Grades,All Gender,All Ethnicity,All SubPopulation,261,*,*,*,*,*,*,*,*,*,*,*,*
2017,Opelika City,Opelika High School,All Grades,All Gender,All Ethnicity,All SubPopulation,1339,21,~,804,60.04,83,6.20,*,*,416,31.07,*,*
2017,Tuscaloosa City,Paul W Bryant High School,All Grades,All Gender,All Ethnicity,All SubPopulation,1152,*,*,989,85.85,33,~,*,*,115,9.98,*,*
2017,Autauga County,Pine Level Elementary School,All Grades,All Gender,All Ethnicity,All SubPopulation,958,*,*,125,13.05,*,*,*,*,804,83.92,19,~
2017,Sheffield City,Sheffield Junior High School,All Grades,All Gender,All Ethnicity,All SubPopulation,144,*,*,49,34.03,*,*,*,*,91,63.19,*,*
2017,Lamar County,South Lamar School,All Grades,All Gender,All Ethnicity,All SubPopulation,574,*,*,75,13.07,*,*,*,*,480,83.62,18,~
2017,Blount County,Hayden Middle School,All Grades,All Gender,All Ethnicity,All SubPopulation,519,*,*,*,*,*,*,*,*,500,~,*,*
2017,Boaz City,Boaz High School,All Grades,All Gender,All Ethnicity,All SubPopulation,629,*,*,*,*,150,23.85,*,*,447,71.07,19,~
2017,Montgomery County,Booker T Washington Magnet High School,All Grades,All Gender,All Ethnicity,All SubPopulation,500,33,6.60,329,65.80,*,*,*,*,129,25.80,*,*
2017,Colbert County,Cherokee High School,All Grades,All Gender,All Ethnicity,All SubPopulation,252,*,*,23,9.13,*,*,*,*,220,87.30,*,*
2017,Tuscaloosa County,Crestmont Elementary School,All Grades,All Gender,All Ethnicity,All SubPopulation,360,*,*,210,58.33,17,~,*,*,92,25.56,35,9.72
2017,Walker County,Curry Elementary School,All Grades,All Gender,All Ethnicity,All SubPopulation,613,*,*,*,*,*,*,*,*,602,~,*,*
2017,Ozark City,D A Smith Middle School,All Grades,All Gender,All Ethnicity,All SubPopulation,504,11,~,242,48.02,*,*,*,*,236,46.83,11,~
2017,Gadsden City,Donehoo Elementary School,All Grades,All Gender,All Ethnicity,All SubPopulation,277,*,*,210,75.81,24,8.66,*,*,40,14.44,*,*
2017,Auburn City,Drake Middle School,All Grades,All Gender,All Ethnicity,All SubPopulation,1299,148,11.39,316,24.33,18,~,*,*,798,61.43,18,~
2017,Tuscaloosa City,Eastwood Middle School,All Grades,All Gender,All Ethnicity,All SubPopulation,783,*,*,684,87.36,27,~,*,*,59,7.54,*,*
2017,Selma City,Edgewood Elementary School,All Grades,All Gender,All Ethnicity,All SubPopulation,274,*,*,*,*,*,*,*,*,*,*,*,*
2017,Baldwin County,Elsanor School,All Grades,All Gender,All Ethnicity,All SubPopulation,369,*,*,*,*,*,*,*,*,337,91.33,22,5.96
2017,Cullman County,Fairview High School,All Grades,All Gender,All Ethnicity,All SubPopulation,506,*,*,*,*,*,*,*,*,474,93.68,24,~
2017,Morgan County,Falkville High School,All Grades,All Gender,All Ethnicity,All SubPopulation,407,*,*,*,*,*,*,*,*,390,~,*,*
2017,Cherokee County,Gaylesville High School,All Grades,All Gender,All Ethnicity,All SubPopulation,432,*,*,*,*,48,11.11,*,*,380,87.96,*,*
2017,Dothan City,Girard Middle School,All Grades,All Gender,All Ethnicity,All SubPopulation,456,*,*,363,79.61,*,*,*,*,81,17.76,*,*
2017,Etowah County,Glencoe High School,All Grades,All Gender,All Ethnicity,All SubPopulation,338,*,*,*,*,*,*,*,*,*,*,*,*
2017,Anniston City,Golden Springs Elementary School,All Grades,All Gender,All Ethnicity,All SubPopulation,494,*,*,416,84.21,*,*,*,*,41,8.30,32,6.48
2017,Pickens County,Gordo Elementary School,All Grades,All Gender,All Ethnicity,All SubPopulation,668,*,*,172,25.75,*,*,*,*,472,70.66,15,~
2017,Bessemer City,Greenwood Elementary School,All Grades,All Gender,All Ethnicity,All SubPopulation,272,*,*,178,65.44,12,~,*,*,78,28.68,*,*
2017,Marion County,Guin Elementary School,All Grades,All Gender,All Ethnicity,All SubPopulation,248,*,*,15,6.05,*,*,*,*,206,83.06,27,10.89
2017,Madison County,Harvest School,All Grades,All Gender,All Ethnicity,All SubPopulation,735,12,~,305,41.50,14,~,*,*,354,48.16,49,6.67
2017,Lawrence County,Hazlewood Elementary School,All Grades,All Gender,All Ethnicity,All SubPopulation,232,*,*,141,60.78,*,*,*,*,81,34.91,*,*
2017,Chambers County,Huguley Elementary School,All Grades,All Gender,All Ethnicity,All SubPopulation,451,*,*,142,31.49,*,*,*,*,300,66.52,*,*
2017,Pell City,Iola Roberts Elementary School,All Grades,All Gender,All Ethnicity,All SubPopulation,395,*,*,69,17.47,*,*,*,*,314,79.49,*,*
2017,Chilton County,Isabella High School,All Grades,All Gender,All Ethnicity,All SubPopulation,671,*,*,43,6.41,54,8.05,*,*,568,84.65,*,*
2017,Monroe County,J U Blacksher School,All Grades,All Gender,All Ethnicity,All SubPopulation,668,*,*,81,12.13,58,8.68,*,*,523,78.29,*,*
2017,Clarke County,Jackson Middle School,All Grades,All Gender,All Ethnicity,All SubPopulation,388,*,*,246,63.40,*,*,*,*,133,34.28,*,*
2017,Blount County,JB Pennington High School,All Grades,All Gender,All Ethnicity,All SubPopulation,542,*,*,*,*,36,6.64,*,*,499,92.07,*,*
2017,Lauderdale County,Kilby Laboratory School,All Grades,All Gender,All Ethnicity,All SubPopulation,161,*,*,18,11.18,*,*,*,*,135,83.85,*,*
2017,Decatur City,Leon Sheffield Magnet Elementary School,All Grades,All Gender,All Ethnicity,All SubPopulation,328,*,*,85,25.91,*,*,*,*,233,71.04,*,*
2017,Clay County,Lineville Elementary School,All Grades,All Gender,All Ethnicity,All SubPopulation,523,*,*,99,18.93,16,~,*,*,381,72.85,27,5.16
2017,Sumter County,Livingston Junior High School,All Grades,All Gender,All Ethnicity,All SubPopulation,545,*,*,532,~,*,*,*,*,*,*,*,*
2017,Marengo County,Marengo High School,All Grades,All Gender,All Ethnicity,All SubPopulation,283,*,*,*,*,*,*,*,*,*,*,*,*
2017,Huntsville City,Martin Luther King Jr Elementary School,All Grades,All Gender,All Ethnicity,All SubPopulation,523,*,*,398,76.10,*,*,*,*,67,12.81,44,8.41
2017,Mobile County,Mary B Austin Elementary School,All Grades,All Gender,All Ethnicity,All SubPopulation,500,13,~,248,49.60,*,*,*,*,213,42.60,21,~
2017,Butler County,McKenzie High School,All Grades,All Gender,All Ethnicity,All SubPopulation,446,*,*,81,18.16,*,*,*,*,358,80.27,*,*
2017,Washington County,Millry High School,All Grades,All Gender,All Ethnicity,All SubPopulation,467,*,*,72,15.42,*,*,*,*,383,82.01,*,*
2017,Shelby County,Montevallo High School,All Grades,All Gender,All Ethnicity,All SubPopulation,408,*,*,121,29.66,29,7.11,*,*,240,58.82,*,*
2017,Hale County,Moundville Elementary School,All Grades,All Gender,All Ethnicity,All SubPopulation,659,*,*,253,38.39,*,*,*,*,400,60.70,*,*
2017,Mountain Brook City,Mountain Brook Junior High School,All Grades,All Gender,All Ethnicity,All SubPopulation,1052,11,~,*,*,*,*,*,*,1020,~,19,~
2017,Dale County,Newton Elementary School,All Grades,All Gender,All Ethnicity,All SubPopulation,236,*,*,36,15.25,*,*,*,*,188,79.66,*,*
2017,Macon County,Notasulga High School,All Grades,All Gender,All Ethnicity,All SubPopulation,309,*,*,286,92.56,*,*,*,*,21,6.80,*,*
2017,Opelika City,Opelika Middle School,All Grades,All Gender,All Ethnicity,All SubPopulation,937,14,~,542,57.84,57,6.08,*,*,301,32.12,15,~
2017,Autauga County,Prattville Elementary School,All Grades,All Gender,All Ethnicity,All SubPopulation,637,16,~,152,23.86,*,*,*,*,446,70.02,20,~
2017,Covington County,Red Level High School,All Grades,All Gender,All Ethnicity,All SubPopulation,253,*,*,28,11.07,*,*,*,*,218,86.17,*,*
2017,Geneva County,Slocomb High School,All Grades,All Gender,All Ethnicity,All SubPopulation,350,*,*,50,14.29,*,*,*,*,296,84.57,*,*
2017,Lee County,Smiths Station High School,All Grades,All Gender,All Ethnicity,All SubPopulation,1469,*,*,330,22.46,*,*,*,*,1055,71.82,63,~
2017,Lamar County,Sulligent School,All Grades,All Gender,All Ethnicity,All SubPopulation,825,*,*,108,13.09,*,*,*,*,708,85.82,*,*
2017,Talladega County,Talladega County Central High,All Grades,All Gender,All Ethnicity,All SubPopulation,185,*,*,166,89.73,*,*,*,*,15,8.11,*,*
2017,Franklin County,Tharptown Elementary School,All Grades,All Gender,All Ethnicity,All SubPopulation,544,*,*,16,~,70,12.87,*,*,449,82.54,*,*
2017,Winston County,Winston County High School,All Grades,All Gender,All Ethnicity,All SubPopulation,285,*,*,*,*,*,*,*,*,*,*,*,*
2017,Randolph County,Woodland High School,All Grades,All Gender,All Ethnicity,All SubPopulation,680,*,*,35,5.15,*,*,*,*,607,89.26,35,5.15
2017,Coffee County,Zion Chapel High School,All Grades,All Gender,All Ethnicity,All SubPopulation,806,*,*,17,~,13,~,*,*,753,93.42,21,~
2017,Lee County,East Smiths Station Elementary School,All Grades,All Gender,All Ethnicity,All SubPopulation,860,*,*,150,17.44,*,*,*,*,657,76.40,36,~
2017,Cullman County,Fairview Elementary School,All Grades,All Gender,All Ethnicity,All SubPopulation,603,*,*,*,*,*,*,*,*,569,94.36,32,5.31
2017,Cullman County,Fairview Middle School,All Grades,All Gender,All Ethnicity,All SubPopulation,303,*,*,*,*,*,*,*,*,277,91.42,24,7.92
2017,Elmore County,Redland Elementary School,All Grades,All Gender,All Ethnicity,All SubPopulation,922,*,*,160,17.35,*,*,*,*,707,76.68,37,~
2017,Lee County,South Smiths Station Elementary School,All Grades,All Gender,All Ethnicity,All SubPopulation,739,*,*,163,22.06,*,*,*,*,527,71.31,38,5.14
2017,Madison County,Hazel Green Elementary School,All Grades,All Gender,All Ethnicity,All SubPopulation,800,*,*,44,5.50,61,7.63,*,*,656,82.00,32,~
2017,Lee County,Smith Station Freshman Center,All Grades,All Gender,All Ethnicity,All SubPopulation,464,*,*,93,20.04,*,*,*,*,351,75.65,14,~
2017,Boaz City,Boaz Middle School,All Grades,All Gender,All Ethnicity,All SubPopulation,565,*,*,17,~,143,25.31,*,*,377,66.73,20,~
2017,Bessemer City,Charles F Hard Elementary School,All Grades,All Gender,All Ethnicity,All SubPopulation,322,*,*,*,*,*,*,*,*,*,*,*,*
2017,Walker County,Curry Middle School,All Grades,All Gender,All Ethnicity,All SubPopulation,290,*,*,*,*,*,*,*,*,*,*,*,*
2017,Autauga County,Daniel Pratt Elementary School,All Grades,All Gender,All Ethnicity,All SubPopulation,1111,82,7.38,278,25.02,*,*,*,*,701,63.10,44,~
2017,Baldwin County,Fairhope High School,All Grades,All Gender,All Ethnicity,All SubPopulation,1622,19,~,127,7.83,*,*,*,*,1413,87.11,58,~
2017,DeKalb County,Fyffe High School,All Grades,All Gender,All Ethnicity,All SubPopulation,970,*,*,*,*,208,21.44,*,*,747,77.01,11,~
2017,Etowah County,Glencoe Middle School,All Grades,All Gender,All Ethnicity,All SubPopulation,319,*,*,*,*,*,*,*,*,308,~,*,*
2017,Marion County,Hackleburg Elementary School,All Grades,All Gender,All Ethnicity,All SubPopulation,244,*,*,*,*,*,*,*,*,228,93.44,13,5.33
2017,Enterprise City,Harrand Creek Elementary School,All Grades,All Gender,All Ethnicity,All SubPopulation,463,14,~,103,22.25,77,16.63,*,*,235,50.76,30,6.48
2017,Tallapoosa County,Horseshoe Bend High School,All Grades,All Gender,All Ethnicity,All SubPopulation,828,*,*,39,~,*,*,*,*,778,93.96,*,*
2017,Clarke County,Jackson High School,All Grades,All Gender,All Ethnicity,All SubPopulation,566,*,*,392,69.26,*,*,*,*,171,30.21,*,*
2017,Chilton County,Jemison Elementary School,All Grades,All Gender,All Ethnicity,All SubPopulation,944,*,*,68,7.20,252,26.69,*,*,578,61.23,44,~
2017,St Clair County,Moody Elementary School,All Grades,All Gender,All Ethnicity,All SubPopulation,866,15,~,115,13.28,28,~,*,*,684,78.98,24,~
2017,Auburn City,Ogletree Elementary School,All Grades,All Gender,All Ethnicity,All SubPopulation,526,73,13.88,115,21.86,17,~,*,*,314,59.70,*,*
2017,Covington County,Red Level Elementary School,All Grades,All Gender,All Ethnicity,All SubPopulation,342,*,*,41,11.99,*,*,*,*,291,85.09,*,*
2017,Russell County,Russell County High School,All Grades,All Gender,All Ethnicity,All SubPopulation,949,*,*,445,46.89,*,*,*,*,463,48.79,22,~
2017,Franklin County,Tharptown High School,All Grades,All Gender,All Ethnicity,All SubPopulation,331,*,*,*,*,20,6.04,*,*,297,89.73,*,*
2017,Elmore County,Wetumpka Elementary School,All Grades,All Gender,All Ethnicity,All SubPopulation,1036,*,*,376,36.29,11,~,*,*,602,58.11,42,~
2017,Chilton County,Jemison Middle School,All Grades,All Gender,All Ethnicity,All SubPopulation,571,*,*,38,6.65,91,15.94,*,*,397,69.53,44,7.71
2017,Decatur City,Julian Harris Elementary School,All Grades,All Gender,All Ethnicity,All SubPopulation,424,12,~,138,32.55,*,*,*,*,253,59.67,20,~
2017,Decatur City,Banks-Caddell Elementary School,All Grades,All Gender,All Ethnicity,All SubPopulation,456,*,*,122,26.75,*,*,*,*,313,68.64,14,~
2017,Hoover City,Berry Middle School,All Grades,All Gender,All Ethnicity,All SubPopulation,1165,68,5.84,269,23.09,*,*,*,*,736,63.18,91,7.81
2017,Birmingham City,Bush K-8,All Grades,All Gender,All Ethnicity,All SubPopulation,283,*,*,*,*,*,*,*,*,*,*,*,*
2017,Marshall County,Claysville School,All Grades,All Gender,All Ethnicity,All SubPopulation,160,*,*,*,*,*,*,*,*,145,90.63,*,*
2017,Colbert County,Colbert County High School,All Grades,All Gender,All Ethnicity,All SubPopulation,405,*,*,114,28.15,*,*,*,*,252,62.22,33,8.15
2017,Oxford City,Coldwater Elementary School,All Grades,All Gender,All Ethnicity,All SubPopulation,339,*,*,52,15.34,*,*,*,*,267,78.76,17,5.01
2017,Walker County,Curry High School,All Grades,All Gender,All Ethnicity,All SubPopulation,473,*,*,*,*,*,*,*,*,*,*,*,*
2017,Mobile County,Denton Magnet School of Technology,All Grades,All Gender,All Ethnicity,All SubPopulation,334,*,*,260,77.84,*,*,*,*,59,17.66,*,*
2017,Baldwin County,Fairhope Middle School,All Grades,All Gender,All Ethnicity,All SubPopulation,828,*,*,74,8.94,*,*,*,*,715,86.35,30,~
2017,DeKalb County,Geraldine School,All Grades,All Gender,All Ethnicity,All SubPopulation,1205,*,*,*,*,242,20.08,13,~,935,77.59,*,*
2017,Pickens County,Gordo High School,All Grades,All Gender,All Ethnicity,All SubPopulation,545,*,*,153,28.07,*,*,*,*,376,68.99,*,*
2017,Dothan City,Grandview Elementary School,All Grades,All Gender,All Ethnicity,All SubPopulation,458,*,*,412,89.96,*,*,*,*,39,8.52,*,*
2017,Marion County,Hackleburg High School,All Grades,All Gender,All Ethnicity,All SubPopulation,197,*,*,*,*,*,*,*,*,*,*,*,*
2017,Madison County,Hazel Green High School,All Grades,All Gender,All Ethnicity,All SubPopulation,1365,12,~,225,16.48,89,6.52,*,*,1003,73.48,28,~
2017,Enterprise City,Hillcrest Elementary School,All Grades,All Gender,All Ethnicity,All SubPopulation,801,*,*,161,20.10,79,9.86,*,*,498,62.17,47,5.87
2017,Etowah County,Hokes Bluff Middle School,All Grades,All Gender,All Ethnicity,All SubPopulation,290,*,*,*,*,*,*,*,*,*,*,*,*
2017,Escambia County,Huxford Elementary School,All Grades,All Gender,All Ethnicity,All SubPopulation,320,*,*,29,9.06,120,37.50,*,*,162,50.63,*,*
2017,Clarke County,Jackson Intermediate School,All Grades,All Gender,All Ethnicity,All SubPopulation,363,*,*,236,65.01,*,*,*,*,117,32.23,*,*
2017,Dallas County,JE Terry Elementary School,All Grades,All Gender,All Ethnicity,All SubPopulation,134,*,*,35,26.12,*,*,*,*,94,70.15,*,*
2017,Chilton County,Jemison High School,All Grades,All Gender,All Ethnicity,All SubPopulation,862,*,*,57,6.61,52,6.03,77,8.93,616,71.46,57,6.61
2017,Chambers County,Lafayette Eastside Elementary School,All Grades,All Gender,All Ethnicity,All SubPopulation,275,*,*,236,85.82,*,*,*,*,36,13.09,*,*
2017,Lauderdale County,Lauderdale County High School,All Grades,All Gender,All Ethnicity,All SubPopulation,1196,*,*,64,5.35,*,*,*,*,1105,92.39,13,~
2017,Blount County,Locust Fork High School,All Grades,All Gender,All Ethnicity,All SubPopulation,508,*,*,*,*,*,*,*,*,497,~,*,*
2017,Jackson County,Macedonia School,All Grades,All Gender,All Ethnicity,All SubPopulation,140,*,*,*,*,13,9.29,*,*,127,90.71,*,*
2017,Tuscaloosa County,Maxwell Elementary School,All Grades,All Gender,All Ethnicity,All SubPopulation,529,*,*,134,25.33,*,*,*,*,351,66.35,42,7.94
2017,Monroe County,Monroe County High School,All Grades,All Gender,All Ethnicity,All SubPopulation,476,*,*,403,84.66,*,*,*,*,69,14.50,*,*
2017,Shelby County,Montevallo Elementary School,All Grades,All Gender,All Ethnicity,All SubPopulation,726,*,*,160,22.04,84,11.57,*,*,444,61.16,34,~
2017,St Clair County,Moody Middle School,All Grades,All Gender,All Ethnicity,All SubPopulation,581,*,*,77,13.25,25,~,*,*,448,77.11,20,~
2017,Autauga County,Prattville Intermediate School,All Grades,All Gender,All Ethnicity,All SubPopulation,617,*,*,150,24.31,*,*,*,*,442,71.64,13,~
2017,Talladega City,Raymond L Young Elementary School,All Grades,All Gender,All Ethnicity,All SubPopulation,220,*,*,64,29.09,*,*,*,*,151,68.64,*,*
2017,Conecuh County,Repton Junior High School,All Grades,All Gender,All Ethnicity,All SubPopulation,198,*,*,112,56.57,*,*,*,*,76,38.38,*,*
2017,Phenix City,Ridgecrest Elementary School,All Grades,All Gender,All Ethnicity,All SubPopulation,791,*,*,618,78.13,19,~,*,*,110,13.91,38,~
2017,Lee County,Smiths Station Junior High School,All Grades,All Gender,All Ethnicity,All SubPopulation,939,*,*,170,18.10,*,*,*,*,702,74.76,46,~
2017,Covington County,Straughn Elementary School,All Grades,All Gender,All Ethnicity,All SubPopulation,593,15,~,16,~,*,*,*,*,550,92.75,*,*
2017,Troy City,Troy Elementary School,All Grades,All Gender,All Ethnicity,All SubPopulation,1035,43,~,666,64.35,16,~,*,*,285,27.54,21,~
2017,Houston County,Webb Elementary School,All Grades,All Gender,All Ethnicity,All SubPopulation,479,*,*,180,37.58,*,*,*,*,280,58.46,11,~
2017,Bibb County,West Blocton Elementary School,All Grades,All Gender,All Ethnicity,All SubPopulation,287,*,*,30,10.45,*,*,*,*,252,87.80,*,*
2017,Elmore County,Wetumpka High School,All Grades,All Gender,All Ethnicity,All SubPopulation,1179,*,*,337,28.58,*,*,*,*,802,68.02,22,~
2017,Auburn City,Wrights Mill Road Elementary School,All Grades,All Gender,All Ethnicity,All SubPopulation,434,18,~,117,26.96,*,*,*,*,287,66.13,*,*
2017,Sumter County,York West End Junior High School,All Grades,All Gender,All Ethnicity,All SubPopulation,228,*,*,*,*,*,*,*,*,*,*,*,*
2017,Baldwin County,Fairhope Intermediate School,All Grades,All Gender,All Ethnicity,All SubPopulation,841,14,~,79,9.39,*,*,*,*,716,85.14,31,~
2017,Blount County,Locust Fork Elementary,All Grades,All Gender,All Ethnicity,All SubPopulation,488,*,*,15,~,*,*,*,*,467,~,*,*
2017,Decatur City,Oak Park Middle School,All Grades,All Gender,All Ethnicity,All SubPopulation,634,*,*,142,22.40,*,*,*,*,458,72.24,22,~
2017,Lee County,Wacoochee Elementary School,All Grades,All Gender,All Ethnicity,All SubPopulation,529,*,*,91,17.20,*,*,*,*,419,79.21,14,~
